"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.756849917E0,4.010277187E0,-7.361711749E-1,1.502588827E0,4.345347431E0
1.766778917E0,3.115315808E0,-1.814232265E0,2.581197217E0,4.433870811E0
1.776708917E0,1.388897320E0,-3.004442074E0,3.038482225E0,4.493114975E0
1.786637917E0,-1.694792068E-1,-4.218005370E0,3.179044611E0,5.284564045E0
1.796566917E0,-8.123606873E-1,-5.164829214E0,2.936102157E0,5.996339431E0
1.806495917E0,-7.339705753E-1,-5.735522724E0,2.343152536E0,6.239014147E0
1.816424917E0,-3.947005051E-1,-5.954436631E0,1.718527524E0,6.210027450E0
1.826354917E0,2.468519032E-2,-5.880037828E0,1.194434715E0,6.000177373E0
1.836283917E0,3.618368143E-1,-5.678370284E0,7.318151455E-1,5.736755910E0
1.846212917E0,5.575004375E-1,-5.406765947E0,3.325302771E-1,5.445594654E0
1.856142750E0,6.451414293E-1,-5.287905502E0,1.800467335E-1,5.330156554E0
1.866071750E0,8.014252245E-1,-5.156862382E0,4.058293645E-1,5.234520942E0
1.876000750E0,1.036018440E0,-4.760521733E0,9.043477683E-1,4.955173687E0
1.885929750E0,1.309286309E0,-3.853308683E0,1.362401101E0,4.291661124E0
1.895858750E0,1.210796394E0,-2.816938241E0,1.730766916E0,3.520898050E0
1.905788750E0,1.151535448E0,-2.043113189E0,2.036525132E0,3.106087572E0
1.915717750E0,1.185129456E0,-1.425790035E0,2.219055762E0,2.891646162E0
1.925646750E0,1.122609272E0,-7.800402027E-1,2.353051726E0,2.721317093E0
1.935575750E0,8.276663589E-1,-2.584817228E-1,2.446051691E0,2.595190412E0
1.945505750E0,3.999343479E-1,1.700775231E-1,2.436271491E0,2.474730819E0
1.955434750E0,-5.086726785E-2,3.823318899E-1,2.392423952E0,2.423315398E0
1.965363750E0,-4.086262339E-1,5.023057915E-1,2.371601871E0,2.458410450E0
1.975292750E0,-4.820959139E-1,7.550600204E-1,2.518897180E0,2.673457520E0
1.985222750E0,-6.939446300E-1,8.387089719E-1,2.535446847E0,2.759253994E0
1.995151750E0,-1.120850430E0,5.272197542E-1,1.813653098E0,2.196270456E0
2.005080750E0,-1.530963026E0,-5.879886970E-2,9.992908361E-1,1.829176664E0
2.015009750E0,-1.426858613E0,-6.344000942E-1,5.752864981E-1,1.664134471E0
2.024939750E0,-1.215564798E0,-1.259801323E0,3.761969912E-1,1.790592452E0
2.034868750E0,-8.897614503E-1,-1.800417341E0,3.635863012E-1,2.040924555E0
2.044797750E0,-4.858498263E-1,-2.197079295E0,4.459320545E-1,2.293918673E0
2.054726750E0,-1.335860735E-1,-2.430057655E0,5.978112153E-1,2.506073362E0
2.064656750E0,4.060832798E-2,-2.430544728E0,8.021256479E-1,2.559805123E0
2.074585750E0,-1.368973517E-1,-2.342017445E0,8.579327166E-1,2.497966201E0
2.084514750E0,-3.328995287E-1,-2.230551388E0,7.985887402E-1,2.392472689E0
2.094443750E0,-4.200066698E-1,-2.070855743E0,6.476013529E-1,2.210030910E0
2.104373750E0,-5.314581084E-1,-1.832557147E0,4.202136612E-1,1.953789379E0
2.114302750E0,-6.725853360E-1,-1.494738501E0,2.098763772E-1,1.652471578E0
2.124231750E0,-8.069245309E-1,-1.117445230E0,8.435595296E-2,1.380915265E0
2.134160750E0,-8.798533434E-1,-7.673099372E-1,1.855263054E-2,1.167583250E0
2.144090750E0,-9.721709383E-1,-5.679608139E-1,-2.501263440E-2,1.126197785E0
2.154019750E0,-1.043104096E0,-4.573144638E-1,-9.756435631E-2,1.143119188E0
2.163948750E0,-1.048658951E0,-3.841173372E-1,-1.482497209E-1,1.126592075E0
2.173877750E0,-1.162929917E0,-2.533423857E-1,-1.663433450E-1,1.201773050E0
2.183807750E0,-1.342315477E0,-9.048661239E-2,-2.300739026E-1,1.364892914E0
2.193736750E0,-1.604849612E0,5.372904137E-2,-3.337894750E-1,1.640074541E0
2.203665750E0,-1.919434492E0,1.853772014E-1,-4.953667545E-1,1.990975062E0
2.213594750E0,-2.190546493E0,2.620280591E-1,-6.580760550E-1,2.302219958E0
2.223524750E0,-2.370170619E0,3.302719362E-1,-8.495537297E-1,2.539395569E0
2.233453750E0,-2.366921906E0,4.875237380E-1,-1.074685346E0,2.644796268E0
2.243382750E0,-2.268686929E0,7.181522490E-1,-1.454600143E0,2.789004233E0
2.253311750E0,-2.354251574E0,1.088867329E0,-2.374822079E0,3.516804294E0
2.263241750E0,-2.552813078E0,1.511055157E0,-3.262710081E0,4.409696063E0
2.273170750E0,-1.913029452E0,1.325714647E0,-2.925429819E0,3.738360688E0
2.283099750E0,-8.751790792E-1,7.157046045E-1,-2.282371606E0,2.547035856E0
2.293028750E0,8.177331090E-2,-1.627283040E-1,-1.926320758E0,1.934910602E0
2.302958750E0,7.688310903E-1,-1.006153275E0,-1.829385617E0,2.224881433E0
2.312887750E0,1.107721676E0,-1.720768470E0,-1.840648524E0,2.752467697E0
2.322816750E0,1.331412758E0,-2.507506804E0,-1.781840737E0,3.351895988E0
2.332745750E0,1.608303562E0,-3.309159778E0,-1.756312963E0,4.076985897E0
2.342675750E0,1.719512342E0,-4.166130627E0,-1.804874089E0,4.854990996E0
2.352604750E0,1.564323145E0,-5.084684937E0,-1.944987409E0,5.664283170E0
2.362533750E0,1.362556198E0,-5.933511200E0,-2.106481658E0,6.442078821E0
2.372462750E0,1.082596191E0,-6.556908004E0,-2.161720304E0,6.988425556E0
2.382392750E0,5.745111573E-1,-6.786456826E0,-2.107957495E0,7.129484142E0
2.392321750E0,-1.533748055E-1,-6.823422339E0,-1.901116920E0,7.084974368E0
2.402250750E0,-9.350066203E-1,-6.768884189E0,-1.680809036E0,7.036842301E0
