"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.100476833E0,-5.033127186E-1,-7.586738920E-1,-3.919552374E-1,9.912308890E-1
2.110504833E0,-1.316079605E-1,-1.158589748E0,-4.349024516E-1,1.244504320E0
2.120533833E0,3.053260332E-1,-1.546182889E0,-5.758221030E-2,1.577092650E0
2.130561833E0,4.945101374E-1,-1.650698069E0,6.714258331E-1,1.849366659E0
2.140589833E0,4.700323040E-1,-1.524479925E0,1.225571138E0,2.011714201E0
2.150617833E0,3.622983058E-1,-1.342945222E0,1.330887678E0,1.925103619E0
2.160645833E0,1.003001406E-1,-1.232695971E0,9.577938044E-1,1.564278890E0
2.170673833E0,-3.308342922E-1,-1.282669199E0,4.261871767E-1,1.391519713E0
2.180701833E0,-6.401606979E-1,-1.442986404E0,-3.430912256E-2,1.578984673E0
2.190730833E0,-9.851283681E-1,-1.533978142E0,-2.561694413E-1,1.840975183E0
2.200758833E0,-1.269491329E0,-1.537213992E0,-3.474397999E-1,2.023696990E0
2.210786833E0,-1.428785856E0,-1.467788685E0,-6.979055339E-1,2.164002028E0
2.220814833E0,-1.397698257E0,-1.414573321E0,-1.339171429E0,2.397489982E0
2.230842833E0,-1.261632087E0,-1.529082269E0,-2.308784795E0,3.043073337E0
2.240870833E0,-1.235073887E0,-1.451702410E0,-2.974726524E0,3.532965509E0
2.250898833E0,-1.067149382E0,-1.169620301E0,-3.062517790E0,3.447583888E0
2.260926833E0,-7.764052080E-1,-6.948915866E-1,-2.798964484E0,2.986617074E0
2.270955833E0,-6.209583686E-1,-2.083926462E-1,-2.508657244E0,2.592754897E0
2.280983833E0,-5.646359409E-1,1.632299220E-1,-2.439918546E0,2.509713184E0
2.291011833E0,-4.297017919E-1,5.251056933E-1,-2.427480934E0,2.520524410E0
2.301039833E0,-3.048462691E-1,8.512725187E-1,-2.514595676E0,2.672225208E0
2.311067833E0,-2.145643093E-1,1.003692108E0,-2.842106996E0,3.021755759E0
2.321095833E0,-1.410170075E-1,1.020591000E0,-3.105783677E0,3.272213935E0
2.331123833E0,-2.123900952E-1,9.308767319E-1,-3.153985784E0,3.295340251E0
2.341151833E0,-4.824797105E-1,8.074643750E-1,-2.801124446E0,2.954840698E0
2.351180833E0,-7.929132865E-1,8.458863560E-1,-2.129854733E0,2.424977607E0
2.361208833E0,-8.915802267E-1,8.934314552E-1,-1.533335241E0,1.986014106E0
2.371236833E0,-9.432739985E-1,9.165400900E-1,-9.446241206E-1,1.619298089E0
2.381264833E0,-1.007092410E0,9.325815607E-1,-3.566988659E-1,1.418159925E0
2.391292833E0,-1.038556716E0,1.041640246E0,4.451508665E-1,1.536806347E0
2.401320833E0,-1.117953427E0,1.278757850E0,1.158332836E0,2.055912562E0
2.411348833E0,-1.096150036E0,1.288787141E0,1.360435413E0,2.171013982E0
