"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.596653750E-1,6.735860869E-2,-1.114391595E-1,-1.844457254E0,1.849047979E0
9.697433750E-1,7.640409051E-1,6.528691095E-1,-2.405859100E0,2.607327096E0
9.798203750E-1,1.104154290E0,1.246817581E0,-2.709064128E0,3.180053337E0
9.898983750E-1,1.662903693E0,2.013372935E0,-2.316882019E0,3.490968570E0
9.999763750E-1,1.109896840E0,2.001949815E0,-1.292657998E0,2.628809380E0
1.010053375E0,1.310936978E0,2.767849111E0,-3.332397636E-1,3.080680639E0
1.020131375E0,1.528780845E0,3.564812325E0,3.949782479E-1,3.898854396E0
1.030209375E0,1.345403537E0,3.657234001E0,7.495686809E-1,3.968289861E0
1.040286375E0,9.783075911E-1,3.964558393E0,6.482410383E-1,4.134613094E0
1.050364375E0,6.337740035E-1,4.470636077E0,7.038175075E-1,4.569859462E0
1.060442375E0,-2.008909024E0,3.452626476E0,6.517892019E-1,4.047366331E0
1.070520375E0,-2.644437777E0,3.553412009E0,5.786218230E-1,4.467056221E0
1.080597375E0,-2.190875691E0,3.980841719E0,1.340305789E0,4.737452553E0
1.090675375E0,-2.440999696E0,4.233716254E0,1.783371538E0,5.202234797E0
1.100753375E0,-1.256049604E0,4.089684130E0,1.203188728E0,4.444191715E0
1.110830375E0,4.297001839E-2,3.809133554E0,6.441737151E-1,3.863457600E0
1.120908375E0,1.314480245E0,3.665960970E0,4.450419621E-1,3.919845723E0
1.130986375E0,2.142479018E0,3.190936679E0,3.817575471E-1,3.862386834E0
1.141063375E0,2.197075932E0,2.250704402E0,3.105761019E-1,3.160580718E0
1.151141375E0,1.821304619E0,1.333012556E0,3.253859297E-1,2.280339666E0
1.161219375E0,1.251367153E0,6.915338230E-1,3.392213921E-1,1.469425035E0
1.171297375E0,1.060180305E0,8.056176782E-2,2.515238285E-1,1.092582589E0
1.181374375E0,8.359587340E-1,-8.660954297E-1,1.110525124E-1,1.208834546E0
1.191452375E0,6.208097032E-1,-7.660536629E-1,-8.513779879E-2,9.896925516E-1
1.201530375E0,1.807981007E-1,-7.485453451E-1,-1.470760386E-1,7.839894438E-1
1.211607375E0,-1.690815961E-1,-1.182259642E0,-2.701600742E-1,1.224464338E0
1.221685375E0,-1.098851158E-1,-1.741182123E0,-4.832608254E-1,1.810340009E0
1.231763375E0,6.564641239E-1,-1.989086525E0,-6.805727787E-1,2.202405425E0
1.241840375E0,1.584206310E0,-2.455489681E0,-9.433734012E-1,3.070682755E0
1.251918375E0,2.346031851E0,-2.750743082E0,-1.126010013E0,3.786601576E0
1.261996375E0,3.057209103E0,-3.264400511E0,-7.647083648E-1,4.537357940E0
1.272073375E0,2.923179810E0,-3.890975277E0,-1.160445289E0,5.003129228E0
1.282151375E0,2.800081010E0,-4.361335829E0,-1.469754811E0,5.387196217E0
1.292229375E0,2.874015251E0,-4.303346068E0,-1.688737861E0,5.443398443E0
1.302307375E0,2.541927901E0,-4.441037471E0,-1.474817476E0,5.325344859E0
1.312384375E0,2.510714879E0,-5.276892856E0,-1.244126108E0,5.974708126E0
1.322462375E0,2.681310027E0,-5.448961794E0,-1.822925028E-1,6.075675983E0
1.332540375E0,1.941179264E0,-4.826112875E0,1.071686017E0,5.311125430E0
1.342617375E0,1.283903254E0,-3.444981242E0,1.617978512E0,4.016734717E0
